,lat_clus1,lon_clus1,lat_clus2,lon_clus2,lat_clus3,lon_clus3
35,0.639234749680933,0.765232871441527,0.17052994209131542,0.6019787663200866,0.6362487443088486,0.7633751166937104
36,0.6295631877536282,0.7800785878217894,0.16363565372402442,0.6272224252046581,0.627329704435742,0.7780154518650276
37,0.6200531710496102,0.7957255915793945,0.15944233589065784,0.6499981315489383,0.6165742805111546,0.794124524269518
38,0.6111274741888798,0.8094398584701596,0.1565009053134816,0.665900525270746,0.6059993225447593,0.8089018698072159
39,0.5997336391601269,0.8242098624348624,0.15361392674915447,0.6825389121988338,0.5931887791849539,0.8246243909313685
40,0.5887639668444963,0.8368969794764172,0.15069179324630363,0.7041049479697823,0.5807169590481578,0.8389369124883613
41,0.5782037896845804,0.8483625856004716,0.1469288322242801,0.726883475060513,0.5679660160059133,0.8522588751958111
42,0.5643550416366241,0.861903780715184,0.1443976933684973,0.7473790344690435,0.5545295319748832,0.8649546991234225
43,0.5479464430978264,0.8751736932752658,0.14286511348490868,0.7702714927350114,0.538241931218976,0.8790455758075444
44,0.5272343774732561,0.890650637911291,0.14203153498822718,0.7958000325521691,0.5191569044723454,0.8932383553287268
45,0.5006415820808511,0.9086397802721646,0.1415918290221914,0.8247133104327607,0.4945114550303213,0.9100129453622835
46,0.47365633447599736,0.9248304406743868,0.14263901509385166,0.8542890850777225,0.46762828707652987,0.9269299204194675
47,0.4420921770576858,0.943103874626124,0.1445601660615066,0.8890585981524188,0.43645391754075175,0.9452890494310139
48,0.39903121433772487,0.9675258419531934,0.1473724152590055,0.9259190577792763,0.3982821627587228,0.9672676850666988
49,0.3554813142853221,0.991334779573389,0.14942813552809417,0.9568714184902892,0.35543162353679814,0.9906660772008749
